Title,Price,Rating(out of 5),No. of Reviews,Product Link,ASIN,Manufacturer,Description
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,4999,4,610,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTc3ODI1MjUxODM1NTUzOjE2ODU5MTYxNTQ6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685916154%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore.","Care Instructions: Wipe with Damp ClothCRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Light Brown, Water resistant: YesMOST FEATURE RICH BACKPACK: Front bucket pocket: Retractable key holder, Card holder, Slip pockets, Zippered pocket, Flat opening tech compartment: 5 pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 16” laptopINDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Hidden magnetic passport pocket, 10 thoughtfully designed pockets, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment bucklesMAXED OUT STORAGE: Dimension: 48 x 31 x 16 cm, Capacity: 24LMORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)"
MOKOBARA Backpack 15.5" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model),5490,4,170,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTc3ODI1MjUxODM1NTUzOjE2ODU5MTYxNTQ6c3BfbXRmOjIwMTEwMTgxNTEwNjk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-College%2Fdp%2FB09WVGDV1V%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685916154%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09WVGDV1V,Designed By Mokobara Lifestyle Private Limited,"CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Green, Water resistant: Yes.
<br>PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop <br>MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve <br>HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>Closure Type: Zipper; Color Name: Green Energy (Limited Edition); Lining Description: Polyester; Age Range Description: Adult; Pattern Name: Solid <br>"
Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,990,4,1559,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-77,B07G4F3758,Gear,"Outer material: synthetic, color: TanWaterproof, Capacity: 27 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)Number of compartments: 2; Laptop compatibility: yes, laptop size: 16strap type: adjustableWarranty type: Manufacturer; one year warranty against all manufacturing defects, workmanship, assistance during time of claim of warrantyClosure Type: Zipper; Special Features: Back Padding; Age Range Description: Adult; Pocket Description: Utility PocketConcealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
"TRUE HUMAN® Emperor Anti-Theft backpack with combination lock Laptop bag,office bag for Men and Women | College Bags for Girls & Boys (Zyden)",549,3,1136,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-78,B09VCHV6T5,,"» Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside.
This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"".
Since there maybe exist slight size difference among different laptop brands.» PREMIUM MATERIAL: Made from high quality, waterproof Polyester material in grey color.
Premium quality smooth zippers, pullers, buckles."
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,989,4,1781,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-79,B07G44G1DC,Gear Merchandise PVT LTD,"Outer material: synthetic, color: black; WaterproofCapacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)Number of compartments: 2Laptop compatibility: yes, laptop size: 16strap type: adjustableSpecial Features: Back Padding; Age Range Description: Adult; Pocket Description: Utility Pocket; Closure Type: ZipperConcealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),1499,4,7904,https://www.amazon.in/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-80,B07MGDFT9C,"Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055","Warranty type: Manufacturer, 1 year domestic warranty<br> <br>Special Features: Laptop Compartment; Pocket Description: Utility Pocket; Age Range Description: Adult; Closure Type: Zipper Snap; Pattern Name: Solid; Warranty Description: 1.
Year Manufacturer Warranty; Strap Type: Chain; Compartment Description: Greater Than 17 Inches <br>› See more product details"
"TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent",549,4,1743,https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-81,B08Y5S6C2P,Tabelito Trade India,"PERFECT SIZE & STORAGE SPACE: This laptop backpack is the ideal size to store your 15.6-inch, 15-inch or 14-inch laptop as well as other items.
Convenient main compartments for clothes, folders, and books, an iPad, and other items.
Keep your phone and money in the pockets.
School bag for girls / bags for women / kids school bag / college bags for boys / laptop backpackFront two slanted pockets on Tabelito laptop backpacks are ideal for quick items like your work ID, powerbank, phone charger and cables or wallet.
Your belongings are organised with keys for an open door, two side pockets for a water bottle, and a small umbrella.
It can be used as a backpack for males, a women's backpack or a school bag for girls.
You can give it to males as a present.
luggage for travelCOMFORTABLE & STURDY: Made of WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, reduce shoulder stress, basic but comfortable back design offers your wonderful back support, making your working, trip, and travelling more convenient wherever you go.
You might use it as a men's office bag.Light-weight carrying and ideal for weekend excursions, back-to-school, outdoor activities, and college bags for men, among other things;Sized at 20 x 12.2 x 5.7 inches, this multipurpose bag is the ideal size to tuck under your seat while flying or on a business trip.
Ideal for college back to school, conveniently storable.
A excellent option for a work laptop bag, a business laptop bag, a laptop bag for men and women, as well as a gift bag for travellers, boyfriends, girlfriends, and men."
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",599,3,784,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-82,B09B277CR5,Safari Industries,Lightweight yet durable backpack/daypack for school use or everyday outingsFront storage pocket keeps smaller items neatly organized and easy to accessMesh pockets on both sides to accommodate your water bottle and umbrellaMesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defectsAge Range Description: Adult; Closure Type: Zipper; Lining Description: Polyester
"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |",2454,4,4878,https://www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-83,B07P2TQH78,Hindustan Foam,"GENUINE LEATHER: This laptop bag for men / office bag for men is made of 100% Full Grain Genuine Leather.
We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.FEATURES OF LAPTOP BAG FOR MEN: Fits up Upto 16 Inch Laptop | Padded & adjustable shoulder Straps | Padded Laptop Compartment | 1 Main Compartments | Brand's Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand's Jacquard Fabrics | Brand's zippers & sliders | Stitched by a quality nylon thread.
| 2 Grab Handles | Dimension: L - 40 B - 8 H - 30 cm | Water Resistance Level: Water ResistantDESIGN DECENCY OFFICE BAG FOR MEN: This Hammonds Flycatcher genuine leather bag for men is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person.
These are not Vegan Leather which will contain shine on its surface.
Start your journey now with this leather bag for men as a messenger bag, shoulder bag, office bag , briefcase or laptop bag.
Suitable for your school, office, college, & business for everyday use.MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments in Flycatcher office bag for men provides separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items.
This office bags for men has padded laptop compartment that offers perfect protection for your laptop from accidental bumps and shocks.PERFECT GIFT: This office bag for men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift.
The Leather laptop bag makes a great gift for professionals, artists, students, and all sorts of officials."
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",499,4,760,https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685916154&sprefix=ba%2Caps%2C283&sr=8-84,B08R7S55H4,Lenovo,"Style meets Function: Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form.
It utilizes durable materials, and robust features set to cater to its audience's every need.
Ideal for professionals looking for a stylish and versatile backpack for a variety of occasionsSturdy & Durable: Fleece-lined laptop compartment that fights dust and damage.
Water-resistant, joint material design and tough coated base help withstand daily wear and tearTravel friendly backpack with Uncompromising storage space for devices and essentials: The backpack comes with a ventilated and well-padded back panel for extra breathability.
Adjustable shoulder straps offer the perfect fit.
Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentialsStyled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of"
Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Black),1189,3,6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTc3ODI1MjUxODM1NTUzOjE2ODU5MTYxNTQ6c3BfYnRmOjIwMTUzMjYwMjcyNzk4OjowOjo&url=%2FGear-DOUBLE-DECKER-Resistant-Backpack%2Fdp%2FB0BTJ3WTMV%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685916154%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,B0BTJ3WTMV,Gear Merchandise Pvt Ltd,Ergonomic Shape : Spacious Compartments : Intuitive Access : Water Resistant : Light-weightFront Panel made of Premium Faux Leather Fabric : Cushioned Grab Handle : Padded Base : Optimized Back Panel with Premium Cushioning & Airflow Mechanism : Padded 360 Laptop Sleeve with Velcro Fastener Fits Laptop up to 17" : Premium Long Lasting Zippers & Pullers : Compression Straps on the Sides for Keeping the Contents CompactZippered Quick Access Pocket : Elasticated Bottle Pocket : Embedded Organiser : Elasticated Trolley Sleeve on Back Panel
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",529,3,16024,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzgyNzAxODM5NzU4MjY1OjE2ODU5MTYxNTY6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685916156%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B085MHDJ93,Amazing Bags,"SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments.
One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc.
Second compartment of office bag for men is for books, files & all your day to day essentials.
And third compartment of backpack for men is for your extra stuff.
Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfortCOMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items.
The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability.
The office bag for men are made with strong yet light weight polyester fabric with heavy zippers.
College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem.
This laptop bag can be used by everyone.SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks.
The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite.
Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.
PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel.
Easily accommodate a laptop.
Size: 45 cm X 31 cm X 22 cmENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat.
It will not only keep the inside stuff safe but will also resist damage to itself.
We have designed the bag keeping your comfort in mind.
Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo."
"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop",3899,2,1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzgyNzAxODM5NzU4MjY1OjE2ODU5MTYxNTY6c3BfYXRmX25leHQ6MjAxNTYxNjU5ODk0OTg6OjA6Og&url=%2FSwiss-Military-Travel-Backpack-Hardshell%2Fdp%2FB0C3MG4MJG%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685916156%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA9XP90DC1X0F8,B0C3MG4MJG,"Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020","Care Instructions: Wipe with Dry ClothUnique Diamond Cut ABS Hard-shell Design.
Accommodates Upto 15.6"" Laptop.Kissing Zip Pullers for Locking Mechanism.
Separate Compartment for IPad / Notebook.Velcro Flap to Prevent 180° Opening.
Elasticated File / Documents Holder.
180° Opening for Packing / Unpacking Ease.
Separate Mesh Zipper Pocket for Accessories.Spacious Garments / Files Pocket for Overnight Travel.
Miscellaneous Storage pockets for organizing ease.Premium Padded Back Mesh Panel for Extra Comfort.
Adjustable Shoulder Strap for Comfort Fit.
Comfort Grip Carrying Handle."
ADISA women girls embroided sling bag,399,4,750,https://www.amazon.in/ADISA-women-girls-white-embroided/dp/B08RWSN66R/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sprefix=ba%2Caps%2C283&sr=8-83,B08RWSN66R,ADISA,"Material: PU / Synthetic LeatherClosure: ZipperCompartment: 1, Pocket: 1Dimensions: LxWxH - 7 x 3 x 7 inchIdeal for Women and Girls"
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,1399,4,5564,https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sprefix=ba%2Caps%2C283&sr=8-84,B09CQ5T3LN,,Backpack
Zipline Unisex casual polyester 36L School College Backpack for Boys Girls Men Women,843,3,291,https://www.amazon.in/ZIPLINE-Fashionable-Polyester-Backpack-Children/dp/B07DHP3F21/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sprefix=ba%2Caps%2C283&sr=8-85,B07DHP3F21,No,"A super-slim backpack for men design, trendy looks and durable construction - this stylish 38 L backpack from ZIPLINE has got everything that will complement your youthful personality.This college bag has spacious interiors, this unisex backpack is a great option for short road trips, college and work.
Ergonomic design of this school bag for boys are crafted from polyester, this medium school bag is sturdy enough to withstand regular wear and tear gracefully.Zipline laptop bag for men features a cushioned base and internal back padding to offer you extra comfort.
The padded shoulder straps of this school bag for boys can be easily adjusted according to your liking.
Spacious backpack is featuring with four pockets and three main compartments all with speciality zippers, this office bag for men offers you enough space to carry your books, files, travel accessories, stationery, keys and mobile accessories.
It comes with the ZIPLINE promise of quality.Lightweight yet durable backpack/daypack for school use or everyday outings Volume: 38 Liters; Product Dimensions (L x W x H): 47 cm x 33 cm x 25.5 cm; Ideal as a Casual Backpack, Casual Daypack, school Bag, College Bag, Laptop Bag, Travel Bag, Luggage Bag & Trekking Bag.This school bag for boys has voluminous construction, mesh back padding for comfort, 2 bottle holders, cushioned top handle for easy carrying, fully lined interiors, new gunmetal finish pullers, durable high density rubber prints on the bag; Pattern Name: Solid; Pocket Description: Utility PocketWater Resistance Level: Water Resistant; Warranty Description: Warranty Against Manufacturing Defects ; Age Range Description: Adult"
HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),1599,4,3809,https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sprefix=ba%2Caps%2C283&sr=8-86,B083N53TWB,"A. H. Creation, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055","Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,<br><br> <br>Water Resistant; Warranty type: Manufacturer, 1 year domestic warranty<br><br>; Internal compartments with organizer pockets and internal divider for organization<br><br> <br>For Our Business & Fashionable Style Day Backpack<br>; Age Range Description: Adult; Style Name: Travel Backpacks; Closure Type: Zipper Snap<br> <br>Closure Type: Zipper Snap; Age Range Description: Adult; Style Name: Travel Backpacks <br>Strap Type: Double Handle; Pattern Name: Solid; Warranty Description: 1.
Year Manufacturer Warranty; Compartment Description: Greater Than 17 Inches; Style Name: Country <br>› See more product details"
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),225,3,3108,https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sprefix=ba%2Caps%2C283&sr=8-87,B07QD1M3R9,Rushi Enterprise,"Non-toxic and soft fabric made from safe materials to be used by kids and WashableSoft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy BagVery Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved onecolor :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,495,3,750,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sprefix=ba%2Caps%2C283&sr=8-88,B0BL3SPN16,Northzone,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop.
Dimensions: 34cm x 15cm x 45.5cm; Weight: 499gHIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important itemsCONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day useCONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items.
Quick access zippered front pocket for added storage.
A quilted back panel make it comfortable for all-day use.HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities.
The perfect backpack for those needing stylish all-day protection for their laptop."
Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,1199,4,1251,https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sprefix=ba%2Caps%2C283&sr=8-89,B08PSX1LN9,AB Amazing Bags,"ROOMY ENOUGH BACKPACK FOR MEN: This laptop bag for men is ultra lightweight comes with three main compartments having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials and 1 small front pocket to carry small accessories.
It also features an Internal Organiser (small pockets inside a office bag for men / office bag for women).COMFORTABLE TRAVEL : This backpack for men has Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax.
The laptop bag for men comes with Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.
CAPACITY : 45L; Weight: 0.7kg ; Dimensions: 56x36x25cm ; Utility: Ideal for Travel, Hiking, Trekking & Camping.OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Rain Cover, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps), 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.QUALITY OF BACKPACK FOR MEN: A major problem in many rucksack/office bag for men is that it get torn between your journey but this laptop bag for men is strong enough to hold even the heaviest of your items without any problem.
It is made up of a strong polyester material, is stitched properly, and is bartacked on every pressure point for extra strength.OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap, Breathable Mesh etc."
Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),899,4,363,https://www.amazon.in/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY/ref=sr_1_90_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1685916156&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-90,B079DV66TY,No,"Outer Material: Polyester, Color: GreenCapacity: 29.5 liters; Dimensions: 7.5 inches x 13 inches x 18.5 inches (LxWxH)Number of compartments: 2Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase"
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,4999,4,610,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzgyNzAxODM5NzU4MjY1OjE2ODU5MTYxNTY6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685916156%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore.","Care Instructions: Wipe with Damp ClothCRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Light Brown, Water resistant: YesMOST FEATURE RICH BACKPACK: Front bucket pocket: Retractable key holder, Card holder, Slip pockets, Zippered pocket, Flat opening tech compartment: 5 pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 16” laptopINDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Hidden magnetic passport pocket, 10 thoughtfully designed pockets, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment bucklesMAXED OUT STORAGE: Dimension: 48 x 31 x 16 cm, Capacity: 24LMORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)"
